Cycle,G_loss,D_loss,Real_score,Fake_score
4277,1.0682551860809326,-2.059978485107422,0.9917882680892944,-1.068190097808838
4278,1.0682270526885986,-2.06005859375,0.9917958974838257,-1.0682625770568848
4279,1.068244457244873,-2.060014009475708,0.9917981028556824,-1.0682159662246704
4280,1.0682106018066406,-2.0600502490997314,0.9918031096458435,-1.0682470798492432
4281,1.0682488679885864,-2.0600168704986572,0.9917888641357422,-1.068228006362915
4282,1.0682189464569092,-2.060080051422119,0.9918166399002075,-1.068263292312622
4283,1.0682563781738281,-2.060021162033081,0.991793692111969,-1.0682274103164673
4284,1.0682432651519775,-2.0600745677948,0.9918264150619507,-1.0682481527328491
4285,1.0682621002197266,-2.0600337982177734,0.9918020963668823,-1.0682315826416016
4286,1.0682100057601929,-2.0600709915161133,0.9918069839477539,-1.0682638883590698
4287,1.0681400299072266,-2.0599684715270996,0.9918001890182495,-1.0681684017181396
4288,1.0682661533355713,-2.059955596923828,0.9917946457862854,-1.068160891532898
4289,1.0682181119918823,-2.0600171089172363,0.9917917847633362,-1.0682252645492554
4290,1.0682380199432373,-2.0600008964538574,0.9917865991592407,-1.0682141780853271
4291,1.0682164430618286,-2.060096263885498,0.9918316006660461,-1.0682647228240967
4292,1.0682176351547241,-2.05999493598938,0.9917897582054138,-1.0682051181793213
4293,1.0682756900787354,-2.0600931644439697,0.9917991757392883,-1.0682940483093262
4294,1.0682843923568726,-2.0599677562713623,0.9917998313903809,-1.0681679248809814
4295,1.0682077407836914,-2.0599961280822754,0.9917942881584167,-1.0682017803192139
4296,1.0682051181793213,-2.0599851608276367,0.9918003082275391,-1.0681848526000977
4297,1.0681639909744263,-2.0600228309631348,0.9917677640914917,-1.068255066871643
4298,1.0682357549667358,-2.059945583343506,0.9917839765548706,-1.0681616067886353
4299,1.0682048797607422,-2.0600223541259766,0.9918029308319092,-1.0682193040847778
4300,1.0682024955749512,-2.0600152015686035,0.9918023347854614,-1.068212866783142
4301,1.0682125091552734,-2.0600104331970215,0.9918068647384644,-1.0682036876678467
4302,1.0681867599487305,-2.0600392818450928,0.991804301738739,-1.068234920501709
4303,1.0682364702224731,-2.0600287914276123,0.9918142557144165,-1.0682145357131958
4304,1.0682547092437744,-2.060013771057129,0.9918162822723389,-1.0681973695755005
4305,1.068206787109375,-2.060079336166382,0.9918339848518372,-1.0682454109191895
4306,1.0682473182678223,-2.060035467147827,0.9918082356452942,-1.0682272911071777
4307,1.0682563781738281,-2.060053586959839,0.9918243885040283,-1.0682291984558105
4308,1.068253993988037,-2.0600619316101074,0.9918346405029297,-1.0682274103164673
4309,1.068250060081482,-2.0600943565368652,0.9918431043624878,-1.0682512521743774
4310,1.0682564973831177,-2.060096263885498,0.9918246269226074,-1.0682716369628906
4311,1.068242073059082,-2.0601325035095215,0.9918631315231323,-1.0682694911956787
4312,1.0682826042175293,-2.0600740909576416,0.9918317794799805,-1.0682423114776611
4313,1.068238615989685,-2.0601401329040527,0.9918493628501892,-1.0682907104492188
4314,1.068291425704956,-2.060070037841797,0.9918345212936401,-1.0682355165481567
4315,1.06826651096344,-2.0601046085357666,0.9918490052223206,-1.0682556629180908
4316,1.0682624578475952,-2.0600414276123047,0.9918078780174255,-1.0682334899902344
4317,1.0682684183120728,-2.060072422027588,0.9918294548988342,-1.0682430267333984
4318,1.0682467222213745,-2.060075283050537,0.9918143153190613,-1.068260908126831
4319,1.0682694911956787,-2.060056686401367,0.9918270111083984,-1.0682295560836792
4320,1.0682299137115479,-2.0600996017456055,0.9918237924575806,-1.0682759284973145
4321,1.068272352218628,-2.0600600242614746,0.9918190240859985,-1.0682408809661865
4322,1.0682508945465088,-2.0601229667663574,0.991845965385437,-1.06827712059021
4323,1.0682610273361206,-2.0600428581237793,0.9918055534362793,-1.0682373046875
4324,1.0682307481765747,-2.0601236820220947,0.9918526411056519,-1.0682710409164429
4325,1.0682611465454102,-2.060039520263672,0.9918025732040405,-1.0682368278503418
4326,1.0678503513336182,-2.059953451156616,0.9918567538261414,-1.0680967569351196
